cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,telephone_number,provider_ssa_county_code,countyparish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_4a14,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_casemix_index,nursing_casemix_index_ratio,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,casemix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_23_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_23_number_of_complaint_health_deficiencies,rating_cycle_23_health_deficiency_score,rating_cycle_23_number_of_health_revisits,rating_cycle_23_health_revisit_score,rating_cycle_23_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
345015,Clapp's Convalescent Nursing Home Inc,500 Mountain Top Drive,Asheboro,NC,27203,3366252074,750,Randolph,Y,For profit - Individual,96,88.8,,Medicare and Medicaid,N,"CLAPP'S CONVALESCENT NURSING HOME, INC.",1967-01-01,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,,,2.51081,0.84609,0.26475,1.11084,3.62165,3.28086,0.13155,0.04982,36.6,,0.0,,0,,1.18584,0.85209,1.98703,0.73306,0.57884,3.29893,2.92660,2.92607,0.98602,0.30854,4.22064,3.82348,2025-12-11,2,2,0,12,1,0,12,2024-10-02,2,1,1,12,1,0,12,12.000,,0,0.00,0,0,"500 Mountain Top Drive,Asheboro,NC,27203",35.7095,-79.788,,2026-04-01
345024,Clapps Nursing Center Inc,5229 Appomattox Road,Pleasant Garden,NC,27313,3366742252,400,Guilford,Y,For profit - Individual,118,106.0,,Medicare and Medicaid,N,"CLAPP'S NURSING CENTER, INC.",1976-10-01,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,4,,4,,3,,4,,,,2.51843,0.86081,0.39137,1.25218,3.77061,3.40031,0.32839,0.08498,48.3,,12.5,,0,,1.21691,0.87441,2.03908,0.75227,0.59400,3.38535,3.00326,2.86004,0.97758,0.44445,4.28207,3.86154,2025-09-25,0,0,0,0,0,0,0,2024-06-26,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"5229 Appomattox Road,Pleasant Garden,NC,27313",35.9587,-79.757,,2026-04-01
345026,Royal Park Rehabilitation & Health Center,2700 Roal Commons Lane,Matthews,NC,28105,7048496990,590,Mecklenburg,Y,For profit - Limited Liability company,169,147.9,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1967-01-04,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,3,,2,,,,2.04900,1.08098,0.30101,1.38199,3.43099,3.03466,0.15670,0.07961,47.8,,42.9,,0,,1.36817,0.98310,2.29254,0.84577,0.66784,3.80615,3.37656,2.06967,1.09189,0.30405,3.46561,3.06528,2025-12-05,8,8,5,56,1,0,56,2024-08-08,12,2,10,128,1,0,128,74.000,,2,52201.00,0,2,"2700 Roal Commons Lane,Matthews,NC,28105",35.1143,-80.694,22,2026-04-01
345036,Elizabeth City Health and Rehabilitation,1075 US Highway 17 South,Elizabeth City,NC,27909,2523383975,690,Pasquotank,N,For profit - Individual,170,147.1,,Medicare and Medicaid,N,"ELIZABETH CITY HEALTH AND REHABILITATION, LLC",1967-02-13,SANSTONE HEALTH & REHABILITATION,465,17,4.1,3.6,2.8,4.5,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,4,,3,,,,2.32751,1.40725,0.23606,1.64331,3.97082,3.49465,0.20316,0.06528,29.8,,46.7,,0,,1.46656,1.05380,2.45740,0.90660,0.71586,4.07986,3.61938,2.19327,1.32609,0.22244,3.74180,3.29309,2025-06-19,1,1,0,0,0,0,0,2024-04-05,10,3,7,215,1,0,215,53.750,,1,77760.00,1,2,"1075 US Highway 17 South,Elizabeth City,NC,27909",36.2891,-76.262,,2026-04-01
345039,Summerstone Health and Rehabilitation Center,485 Veterans Way,Kernersville,NC,27284,3365153000,330,Forsyth,Y,For profit - Limited Liability company,138,126.5,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1978-01-01,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,3,,3,,5,,5,,5,,1,,,,2.22679,0.83708,0.33163,1.16871,3.39550,3.03365,0.21284,0.04062,64.5,,71.4,,2,,1.31435,0.94443,2.20236,0.81251,0.64157,3.65643,3.24375,2.34135,0.88015,0.34870,3.57019,3.18972,2025-01-10,9,9,4,40,1,0,40,2023-10-27,6,5,1,40,1,0,40,40.000,,1,14511.00,0,1,"485 Veterans Way,Kernersville,NC,27284",36.1163,-80.092,22,2026-04-01
345044,Saint Joseph of the Pines Health Center,103 Gossman Road,Pinehurst,NC,28374,9102461000,620,Moore,Y,Non profit - Corporation,176,72.1,,Medicare and Medicaid,N,"ST. JOSEPH OF THE PINES, INC",1968-01-29,TRINITY HEALTH,525,20,3.4,3.1,4.1,3.7,Y,,N,N,N,Resident,Yes,5,,4,,5,,5,,3,,3,,,,2.30166,1.02838,0.74268,1.77106,4.07272,3.66320,0.33261,0.05704,,26,,26,1,,1.22652,0.88132,2.05519,0.75821,0.59870,3.41210,3.02699,2.59338,1.15872,0.83680,4.58890,4.12747,2025-07-31,2,2,0,4,1,0,4,2024-07-11,5,3,2,20,1,0,20,8.000,,0,0.00,0,0,"103 Gossman Road,Pinehurst,NC,28374",35.187,-79.467,22,2026-04-01
345045,The Foley Center at Chestnut Ridge,621 Chestnut Ridge Parkway,Blowing Rock,NC,28605,8283863300,940,Watauga,N,For profit - Limited Liability company,92,76.5,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1968-01-15,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,3,,2,,5,,4,,5,,3,,,,2.40077,0.79009,0.61534,1.40543,3.80620,3.54624,0.34493,0.08357,67.0,,46.2,,1,,1.28156,0.92087,2.14741,0.79223,0.62556,3.56521,3.16281,2.58887,0.85199,0.66356,4.10442,3.82410,2025-07-31,3,3,0,16,1,0,16,2024-07-03,17,17,8,296,1,0,296,86.000,,1,17114.00,0,1,"621 Chestnut Ridge Parkway,Blowing Rock,NC,28605",36.1499,-81.66,,2026-04-01
345048,Mountain Ridge Health and Rehab,611 Old US Highway 70 East,Black Mountain,NC,28711,8286699991,100,Buncombe,Y,For profit - Corporation,97,88.0,,Medicare and Medicaid,N,"REGENCY CARE OF BLACK MOUNTAIN, LLC",1978-09-01,REGENCY CARE,440,4,2.5,2.3,2.8,3.3,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,2,,2,,,,2.29531,0.97665,0.27347,1.25012,3.54543,2.99529,0.18336,0.06433,40.2,,69.2,,0,,1.26437,0.90851,2.11860,0.78161,0.61717,3.51738,3.12039,2.50881,1.06749,0.29891,3.87522,3.27390,2025-05-30,6,4,2,174,1,0,174,2024-05-02,2,2,2,16,1,0,16,134.500,,2,24850.00,0,2,"611 Old US Highway 70 East,Black Mountain,NC,28711",35.6076,-82.312,22,2026-04-01
345049,Raleigh Rehabilitation Center,616 Wade Avenue,Raleigh,NC,27605,9198286251,910,Wake,Y,For profit - Corporation,157,138.8,,Medicare and Medicaid,N,RALEIGH REHABILITATION CENTER LLC,1972-10-01,SOVEREIGN HEALTHCARE HOLDINGS,482,43,3.7,3.2,3.0,4.5,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,4,,2,,,,2.08397,1.14091,0.35590,1.49681,3.58078,3.22191,0.42816,0.14019,57.3,,60.0,,1,,1.39121,0.99966,2.33114,0.86002,0.67908,3.87024,3.43342,2.07014,1.13334,0.35353,3.55701,3.20053,2024-12-19,3,3,0,12,1,0,12,2023-10-12,13,12,2,124,1,0,124,40.000,,2,69112.00,0,2,"616 Wade Avenue,Raleigh,NC,27605",35.7965,-78.65,,2026-04-01
345050,Jacob's Creek Nursing and Rehabilitation Center,1721 Bald Hill Loop,Madison,NC,27025,3365489658,780,Rockingham,Y,For profit - Limited Liability company,170,150.2,,Medicare and Medicaid,N,"GRANITE FALLS LTC, LLC",1968-05-08,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,3,,,,2.27047,0.84190,0.28344,1.12534,3.39581,3.08897,0.15053,0.03347,43.1,,20.0,,2,,1.19123,0.85596,1.99606,0.73639,0.58147,3.31392,2.93989,2.63402,0.97671,0.32882,3.93955,3.58358,2025-12-18,0,0,0,0,0,0,0,2024-09-18,6,4,3,48,1,0,48,12.000,,2,16801.00,1,3,"1721 Bald Hill Loop,Madison,NC,27025",36.3619,-79.905,,2026-04-01
345051,Anson Health and Rehabilitation,405 South Greene Street,Wadesboro,NC,28170,7046953301,030,Anson,Y,For profit - Limited Liability company,95,68.3,,Medicare and Medicaid,N,ANSON HEALTH AND REHABILITATION,1968-10-01,SANSTONE HEALTH & REHABILITATION,465,17,4.1,3.6,2.8,4.5,N,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,3,,,,2.25181,0.98225,0.45446,1.43672,3.68853,2.93752,0.33337,0.07431,33.8,,55.6,,0,,1.32915,0.95507,2.22716,0.82166,0.64879,3.69761,3.28027,2.34130,1.02129,0.47252,3.83511,3.05426,2026-02-12,0,0,0,0,0,0,0,2024-10-31,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"405 South Greene Street,Wadesboro,NC,28170",34.9643,-80.077,,2026-04-01
345053,Pettigrew Rehabilitation Center,1515 W Pettigrew Street,Durham,NC,27705,9192860751,310,Durham,Y,For profit - Limited Liability company,96,82.0,,Medicare and Medicaid,N,PETTIGREW REHABILITATION CENTER LLC,1969-01-19,SOVEREIGN HEALTHCARE HOLDINGS,482,43,3.7,3.2,3.0,4.5,N,,N,N,N,Resident,Yes,4,,3,,5,,4,,5,,2,,,,2.03304,0.93657,0.60406,1.54063,3.57367,3.06050,0.31144,0.18054,63.9,,72.7,,1,,1.40176,1.00724,2.34882,0.86654,0.68423,3.89959,3.45946,2.00434,0.92335,0.59553,3.52323,3.01730,2025-03-07,6,6,0,36,1,0,36,2024-04-18,7,6,2,40,1,0,40,37.000,0,0,0.00,0,0,"1515 W Pettigrew Street,Durham,NC,27705",36.0055,-78.92,,2026-04-01
345054,Woodhaven Nursing Center,1150 Pine Run Drive,Lumberton,NC,28358,9106715703,770,Robeson,N,For profit - Corporation,115,107.3,,Medicare and Medicaid,N,"LIBERTY COMMONS OF ROBESON COUNTY, LLC",1969-05-15,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,1,,1,,2,,1,,4,,2,,,,2.29967,1.07191,0.33980,1.41172,3.71139,3.41146,0.19523,0.02573,61.9,,73.3,,0,,1.33436,0.95881,2.23589,0.82488,0.65133,3.71210,3.29313,2.38172,1.11016,0.35193,3.84381,3.53319,2025-08-29,7,7,0,36,1,0,36,2024-09-12,12,3,9,363,1,0,363,117.750,,3,128210.00,1,4,"1150 Pine Run Drive,Lumberton,NC,28358",34.6586,-78.99,,2026-04-01
345061,Pruitthealth-Durham,3100 Erwin Road,Durham,NC,27705,9193831546,310,Durham,Y,For profit - Limited Liability company,125,107.1,,Medicare and Medicaid,N,"PRUITTHEALTH - DURHAM, LLC",1969-12-01,PRUITTHEALTH,434,96,2.9,2.8,2.4,3.7,N,,Y,N,N,Resident,Yes,2,,2,,4,,4,,3,,3,,,,2.06775,0.67462,0.69532,1.36994,3.43769,2.99247,0.62896,0.07016,44.1,,44.4,,1,,1.28878,0.92605,2.15950,0.79669,0.62908,3.58528,3.18062,2.21728,0.72341,0.74560,3.68629,3.20887,2025-04-04,10,5,6,100,1,0,100,2024-01-12,7,6,2,28,1,0,28,82.000,,1,34632.00,0,1,"3100 Erwin Road,Durham,NC,27705",36.0041,-78.95,,2026-04-01
345063,Harmony Park at Wilson,1804 Forest Hills Road W,Wilson,NC,27893,2522378161,970,Wilson,N,For profit - Limited Liability company,110,81.0,,Medicare and Medicaid,N,WILSON NC OPCO LLC,1972-04-01,AUGUST HEALTHCARE,833,5,3.0,3.2,1.8,2.6,N,,N,N,N,Resident,Yes,3,,3,,3,,4,,1,,2,,,,2.03919,1.06777,0.49676,1.56453,3.60372,3.25574,0.42022,0.06559,44.9,,60.0,,1,,1.41852,1.01928,2.37691,0.87690,0.69242,3.94623,3.50083,1.98665,1.04026,0.48396,3.51087,3.17186,2025-03-13,5,5,2,32,1,0,32,2023-12-01,8,8,2,32,1,0,32,32.000,,0,0.00,0,0,"1804 Forest Hills Road W,Wilson,NC,27893",35.7198,-77.952,,2026-04-01
345066,Davidson Health & Rehab Center,4748 Old Salisbury Road,Lexington,NC,27295,3369561132,280,Davidson,Y,For profit - Corporation,100,92.4,,Medicare and Medicaid,N,DAVIDSON HEALTH & REHAB CENTER LLC,1970-04-07,SABER HEALTHCARE GROUP,461,126,3.0,2.7,2.3,4.0,N,,Y,N,N,Resident,Yes,1,,1,,3,,4,,3,,2,,,,2.24910,1.04673,0.29318,1.33991,3.58901,3.28073,0.21404,0.06816,65.0,,55.6,,0,,1.41663,1.01792,2.37373,0.87573,0.69149,3.94095,3.49615,2.19409,1.02112,0.28601,3.50122,3.20048,2025-08-28,20,16,9,152,1,0,152,2024-07-25,19,18,9,120,1,0,120,144.000,,2,22643.00,0,2,"4748 Old Salisbury Road,Lexington,NC,27295",35.785,-80.323,,2026-04-01
345070,Durham Nursing & Rehabilitation Center,411 S Lasalle Street,Durham,NC,27705,9193835521,310,Durham,Y,For profit - Limited Liability company,126,85.0,,Medicare and Medicaid,N,DURHAM REHAB OPERATIONS LLC,1973-09-01,LIFEWORKS REHAB,768,62,2.1,2.1,1.5,4.0,N,,N,N,N,Resident,Yes,2,,1,,5,,4,,5,,1,24,,,1.06517,0.50022,0.24243,0.74265,1.80782,1.49265,0.13005,0.02839,54.8,,81.8,,1,,1.31300,0.94346,2.20009,0.81167,0.64091,3.65266,3.24040,1.12113,0.52650,0.25516,1.90279,1.57107,2025-01-16,4,4,0,20,1,0,20,2023-09-14,29,7,22,325,1,0,325,96.250,0,3,129754.00,0,3,"411 S Lasalle Street,Durham,NC,27705",36.0136,-78.948,,2026-04-01
345072,Carolina Rivers Nursing and Rehabilitation Center,1839 Onslow Drive Extension,Jacksonville,NC,28540,9104553610,660,Onslow,Y,For profit - Limited Liability company,120,100.2,,Medicare and Medicaid,N,"MAPLE LTC GROUP, LLC",1971-02-01,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,5,,5,,2,,2,,2,,2,,,,2.32506,1.09919,0.43969,1.53888,3.86394,3.48884,0.19464,0.08012,67.5,,81.3,,0,,1.37630,0.98894,2.30616,0.85080,0.67181,3.82877,3.39663,2.33464,1.10373,0.44150,3.87987,3.50322,2025-12-12,0,0,0,0,0,0,0,2024-08-16,4,3,1,12,1,0,12,3.000,,1,4271.00,0,1,"1839 Onslow Drive Extension,Jacksonville,NC,28540",34.764,-77.434,22,2026-04-01
345077,Sunnybrook Rehabilitation Center,25 Sunnybrook Road,Raleigh,NC,27610,9192316150,910,Wake,Y,For profit - Limited Liability company,95,86.7,,Medicare and Medicaid,N,SUNNYBROOK REHABILITATION CENTER LLC,1973-09-01,SOVEREIGN HEALTHCARE HOLDINGS,482,43,3.7,3.2,3.0,4.5,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,2,,2,,,,2.18345,1.15511,0.34248,1.49759,3.68104,3.16804,0.35598,0.18662,55.2,,70.6,,1,,1.33545,0.95959,2.23772,0.82555,0.65187,3.71513,3.29582,2.25952,1.19534,0.35441,3.80927,3.27840,2025-02-20,2,2,0,4,1,0,4,2024-01-11,11,3,8,243,1,0,243,63.750,,4,72855.00,0,4,"25 Sunnybrook Road,Raleigh,NC,27610",35.7863,-78.586,,2026-04-01
345078,Highland Farms,200 Tabernacle Road,Black Mountain,NC,28711,8286696473,100,Buncombe,Y,Non profit - Corporation,60,50.8,,Medicare and Medicaid,N,GIVENS HIGHLAND FARMS LLC,1971-11-01,,,,,,,,Y,,N,N,N,Both,Yes,4,,3,,4,,3,,4,,5,,,,3.02762,0.68363,1.14783,1.83146,4.85908,4.18101,0.72934,0.07523,24.6,,7.7,,,26,1.16992,0.84065,1.96035,0.72322,0.57107,3.25463,2.88730,3.57639,0.80754,1.35588,5.73981,4.93883,2025-08-15,3,3,0,16,1,0,16,2024-08-22,11,4,7,48,1,0,48,24.000,,1,4271.00,0,1,"200 Tabernacle Road,Black Mountain,NC,28711",35.6121,-82.351,,2026-04-01
345080,The Greens at Viewmont,220 13th Avenue Place NW,Hickory,NC,28601,8283285646,170,Catawba,Y,For profit - Limited Liability company,104,86.6,,Medicare and Medicaid,N,GREENS AT VIEWMONT LLC,1977-01-01,CCH HEALTHCARE,124,32,2.5,2.4,2.4,3.8,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,3,,3,,,,2.08019,0.56500,0.73233,1.29733,3.37751,2.88581,0.40965,0.05564,50.0,,20.0,,2,,1.33194,0.95707,2.23182,0.82338,0.65015,3.70535,3.28714,2.15833,0.58623,0.75984,3.50440,2.99422,2025-05-01,4,4,0,16,1,0,16,2024-03-08,13,13,4,104,1,0,104,38.000,,2,16801.00,0,2,"220 13th Avenue Place NW,Hickory,NC,28601",35.7506,-81.342,,2026-04-01
345081,Accordius Health at Rose Manor LLC,4230 North Roxboro Street,Durham,NC,27704,9194779805,310,Durham,Y,For profit - Limited Liability company,111,79.4,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT ROSE MANOR LLC,1973-09-01,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,3,,,,2.16360,1.26163,0.48065,1.74228,3.90589,3.63134,0.30001,0.06350,59.2,,75.0,,0,,1.25004,0.89822,2.09459,0.77275,0.61017,3.47752,3.08502,2.39196,1.39479,0.53138,4.31813,4.01461,2025-05-08,12,11,4,76,1,0,76,2024-01-29,14,14,4,143,1,0,143,92.750,,1,16801.00,0,1,"4230 North Roxboro Street,Durham,NC,27704",36.0486,-78.903,,2026-04-01
345083,Hilltop Health and Rehabilitation,188 Oscar Justice Road,Rutherfordton,NC,28139,8282869001,800,Rutherford,N,For profit - Limited Liability company,80,74.6,,Medicare and Medicaid,N,RUTHERFORDTON NC OPCO LLC,1972-12-13,ASCENT HEALTHCARE MANAGEMENT,799,6,2.3,2.7,2.0,2.0,N,,N,N,N,Resident,Yes,4,,4,,2,,3,,1,,2,,,,2.01796,0.81845,0.34257,1.16102,3.17898,2.78556,0.18475,0.06024,54.4,,30.0,,1,,1.31327,0.94366,2.20055,0.81184,0.64104,3.65343,3.24108,2.12353,0.86126,0.36049,3.34528,2.93129,2026-03-12,2,2,0,8,0,0,8,2025-01-09,3,2,1,32,1,0,32,14.000,,1,7530.00,0,1,"188 Oscar Justice Road,Rutherfordton,NC,28139",35.4107,-81.925,,2026-04-01
345088,Trinity Glen,849 Waterworks Road,Winston-Salem,NC,27101,3365952166,330,Forsyth,Y,Non profit - Corporation,117,105.1,,Medicare and Medicaid,N,"LUTHERAN HOME-WINSTON-SALEM, INC.",1973-04-01,LUTHERAN SERVICES CAROLINAS,327,9,4.3,3.7,4.7,3.0,N,,N,N,N,Resident,Yes,5,,5,,4,,4,,,2,4,,,,3.24779,0.64457,0.56744,1.21200,4.45979,4.02960,0.31589,0.04580,39.6,,23.5,,,26,1.20999,0.86944,2.02749,0.74799,0.59062,3.36610,2.98618,3.70942,0.73618,0.64809,5.09369,4.60236,2025-01-24,0,0,0,0,0,0,0,2023-08-31,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"849 Waterworks Road,Winston-Salem,NC,27101",36.113,-80.208,,2026-04-01
345089,Walnut Cove Health and Rehabilitation,511 Windmill Street,Walnut Cove,NC,27052,3365914353,840,Stokes,Y,For profit - Limited Liability company,90,84.9,,Medicare and Medicaid,N,511 WINDMILL STREET OPCO LLC,1974-05-01,AVARDIS HEALTH,843,33,2.1,2.1,2.4,3.3,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,,2,2,,,,1.65554,0.71337,0.38224,1.09562,2.75116,2.28936,0.23248,0.06148,52.0,,64.3,,1,,1.14117,0.81999,1.91218,0.70545,0.55704,3.17467,2.81635,2.00488,0.86390,0.46290,3.33168,2.77244,2025-08-21,4,4,1,12,1,0,12,2024-07-15,15,12,7,175,1,0,175,52.750,,3,40149.00,0,3,"511 Windmill Street,Walnut Cove,NC,27052",36.2984,-80.143,,2026-04-01
345090,Westchester Manor at Providence Place,1795 Westchester Drive,High Point,NC,27262,3368842222,400,Guilford,Y,Non profit - Corporation,129,119.1,,Medicare and Medicaid,N,"PROVIDENCE PLACE, LLC",1973-05-01,EVERYAGE SENIOR LIVING,675,4,4.8,4.5,5.0,3.3,Y,,N,N,N,Resident,Yes,4,,3,,2,,2,,3,,5,,,,3.25315,1.05851,0.59476,1.65326,4.90641,4.76798,0.40933,0.03683,40.6,,26.7,,0,,1.28959,0.92664,2.16086,0.79720,0.62948,3.58754,3.18263,3.48621,1.13434,0.63736,5.25791,5.10956,2025-07-24,5,5,0,28,1,0,28,2024-05-23,2,1,2,20,1,0,20,26.000,0,1,8018.00,0,1,"1795 Westchester Drive,High Point,NC,27262",35.9439,-80.034,,2026-04-01
345091,Edgewood Place at the Village at Brookwood,1820 Brookwood Avenue,Burlington,NC,27215,3365708400,000,Alamance,Y,Non profit - Corporation,51,22.6,,Medicare and Medicaid,N,"ALAMANCE EXTENDED CARE, INC.",1973-05-01,,,,,,,,Y,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,5,,,,2.75881,1.03796,1.25390,2.29186,5.05067,4.85631,0.99964,0.03673,18.8,,0.0,,0,,1.13035,0.81222,1.89405,0.69876,0.55175,3.14457,2.78965,3.37293,1.26901,1.53302,6.17496,5.93733,2025-07-24,1,1,0,16,1,0,16,2024-05-10,0,0,0,0,0,0,0,12.000,,0,0.00,0,0,"1820 Brookwood Avenue,Burlington,NC,27215",36.0935,-79.463,,2026-04-01
345092,Willow Valley Center for Nursing and Rehabilitatio,1900 W 1st Street,Winston-Salem,NC,27104,3367242821,330,Forsyth,Y,For profit - Corporation,230,215.1,,Medicare and Medicaid,N,WEST FIRST STREET OPERATING COMPANY LLC,1973-07-01,ALLIANCE HEALTH GROUP,714,11,1.3,1.5,1.6,1.6,N,,Y,N,N,Resident,Yes,1,,1,,2,,2,,3,,2,,,,2.47942,0.63212,0.25511,0.88722,3.36665,3.19706,0.24439,0.03073,55.1,,52.9,,1,,1.30424,0.93716,2.18541,0.80625,0.63663,3.62830,3.21879,2.62720,0.66979,0.27031,3.56730,3.38761,2025-08-29,12,7,7,118,1,0,118,2024-07-02,34,25,24,412,1,0,412,191.500,,5,275518.00,0,5,"1900 W 1st Street,Winston-Salem,NC,27104",36.0964,-80.273,,2026-04-01
345093,Maryfield Nursing Home,1315 Greensboro Road,High Point,NC,27260,3368214000,400,Guilford,Y,Non profit - Corporation,115,103.4,,Medicare and Medicaid,N,"MARYFIELD, INC.",1973-07-01,,,,,,,,Y,,N,N,N,Both,Yes,4,,4,,4,,5,,3,,4,,,,2.71701,0.69294,0.59108,1.28402,4.00103,3.57567,0.36164,0.03949,22.2,,48.0,,,26,1.22830,0.88260,2.05817,0.75931,0.59956,3.41705,3.03138,3.05693,0.77963,0.66503,4.50159,4.02301,2025-01-31,1,1,0,16,1,0,16,2023-09-21,0,0,0,0,0,0,0,12.000,,0,0.00,0,0,"1315 Greensboro Road,High Point,NC,27260",35.99,-79.959,,2026-04-01
345095,Chatham Nursing & Rehabilitation,700 Johnston Ridge Road,Elkin,NC,28621,3365277600,850,Surry,N,For profit - Corporation,99,97.3,,Medicare and Medicaid,N,DGS HEALTHCARE ELKIN INC DBA CHATHAM NURSING AND REHABILITATION,1975-09-01,,,,,,,,N,,N,N,N,Both,Yes,5,,5,,3,,2,,3,,4,,,,2.29659,0.59940,0.60526,1.20466,3.50125,3.05925,0.40689,0.11925,38.8,,15.4,,0,,1.23582,0.88801,2.07078,0.76396,0.60324,3.43797,3.04994,2.56819,0.67028,0.67684,3.91531,3.42104,2024-11-21,0,0,0,0,0,0,0,2023-06-22,1,1,0,4,1,0,4,1.000,,0,0.00,0,0,"700 Johnston Ridge Road,Elkin,NC,28621",36.3157,-80.816,22,2026-04-01
345096,Huntersville Oaks,12019 Verhoeff Drive,Huntersville,NC,28078,7048631000,590,Mecklenburg,Y,Non profit - Corporation,168,91.0,,Medicare and Medicaid,N,"AHSNF, INC.",1973-10-01,ATRIUM HEALTH,55,6,3.5,3.2,3.2,3.8,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,3,,4,,,,2.62452,1.25441,0.42491,1.67932,4.30384,4.09127,0.33422,0.05266,44.2,,27.3,,0,,1.31983,0.94836,2.21153,0.81589,0.64424,3.67166,3.25726,2.74810,1.31348,0.44492,4.50650,4.28391,2025-03-14,3,3,2,58,1,0,58,2023-11-16,4,4,0,16,1,0,16,47.500,,1,9937.00,0,1,"12019 Verhoeff Drive,Huntersville,NC,28078",35.3936,-80.841,,2026-04-01
